OCC_CODE,Commodity Title,Example
25-9021,Word processing software,Microsoft Word
25-9031,Cloud-based data access and sharing software,Microsoft SharePoint
25-9031,Computer based training software,Learning management system LMS
25-9031,Data base management system software,Oracle PL/SQL
25-9031,Data base user interface and query software,Structured query language SQL
25-9031,Desktop publishing software,Adobe InDesign
25-9031,Document management software,Adobe Acrobat
25-9031,Electronic mail software,Microsoft Outlook
25-9031,Enterprise application integration software,Extensible markup language XML
25-9031,Graphics or photo imaging software,Adobe Photoshop
25-9031,Object or component oriented development software,Oracle Java
25-9031,Office suite software,Microsoft Office software
25-9031,Presentation software,Microsoft PowerPoint
25-9031,Process mapping and design software,Microsoft Visio
25-9031,Project management software,Microsoft Project
25-9031,Spreadsheet software,Microsoft Excel
25-9031,Video creation and editing software,TechSmith Camtasia
25-9031,Web platform development software,JavaScript
25-9031,Word processing software,Microsoft Word
25-9042,Electronic mail software,Microsoft Outlook
25-9042,Office suite software,Microsoft Office software
25-9042,Presentation software,Microsoft PowerPoint
25-9042,Spreadsheet software,Microsoft Excel
25-9042,Word processing software,Microsoft Word
25-9043,Electronic mail software,Microsoft Outlook
25-9043,Office suite software,Microsoft Office software
25-9043,Presentation software,Microsoft PowerPoint
25-9043,Spreadsheet software,Microsoft Excel
25-9043,Word processing software,Microsoft Word
25-9044,Analytical or scientific software,SAS
25-9044,Data base user interface and query software,Structured query language SQL
25-9044,Electronic mail software,Microsoft Outlook
25-9044,Graphics or photo imaging software,Adobe Photoshop
25-9044,Office suite software,Microsoft Office software
25-9044,Presentation software,Microsoft PowerPoint
25-9044,Spreadsheet software,Microsoft Excel
25-9044,Word processing software,Microsoft Word
27-1011,Desktop publishing software,Adobe InDesign
27-1011,Document management software,Adobe Acrobat
27-1011,Electronic mail software,Microsoft Outlook
27-1011,Graphical user interface development software,Figma
27-1011,Graphics or photo imaging software,Adobe Photoshop
27-1011,Network conferencing software,Atlassian Confluence
27-1011,Object or component oriented development software,jQuery
27-1011,Office suite software,Microsoft Office software
27-1011,Operating system software,Apple macOS
27-1011,Presentation software,Microsoft PowerPoint
27-1011,Project management software,Atlassian JIRA
27-1011,Spreadsheet software,Microsoft Excel
27-1011,Video creation and editing software,Adobe After Effects
27-1011,Web page creation and editing software,WordPress
27-1011,Web platform development software,PHP
27-1011,Word processing software,Microsoft Word
27-1012,Web page creation and editing software,Facebook
27-1013,Accounting software,Intuit QuickBooks
27-1013,Computer aided design CAD software,Trimble SketchUp Pro
27-1013,Desktop publishing software,Adobe InDesign
27-1013,Document management software,Adobe Acrobat
27-1013,Enterprise application integration software,Extensible markup language XML
27-1013,Graphics or photo imaging software,Autodesk Maya
27-1013,Object or component oriented development software,Python
27-1013,Office suite software,Microsoft Office software
27-1013,Presentation software,Microsoft PowerPoint
27-1013,Video creation and editing software,Adobe After Effects
27-1013,Web page creation and editing software,Facebook
27-1013,Web platform development software,JavaScript
27-1013,Word processing software,Microsoft Word
27-1014,Computer aided design CAD software,Autodesk AutoCAD Civil 3D
27-1014,Desktop publishing software,Adobe InDesign
27-1014,Development environment software,C
27-1014,Document management software,Adobe Acrobat
27-1014,Enterprise application integration software,Extensible markup language XML
27-1014,Graphical user interface development software,Figma
27-1014,Graphics or photo imaging software,Trimble SketchUp Pro
27-1014,Object or component oriented development software,jQuery
27-1014,Office suite software,Microsoft Office software
27-1014,Operating system software,UNIX
27-1014,Presentation software,Microsoft PowerPoint
27-1014,Process mapping and design software,Microsoft Visio
27-1014,Spreadsheet software,Microsoft Excel
27-1014,Video creation and editing software,Adobe Premiere Pro
27-1014,Web platform development software,PHP
27-1014,Word processing software,Microsoft Word
27-1021,Analytical or scientific software,The MathWorks MATLAB
27-1021,Computer aided design CAD software,Dassault Systemes SolidWorks
27-1021,Data base user interface and query software,Microsoft Access
27-1021,Desktop publishing software,Adobe InDesign
27-1021,Development environment software,C
27-1021,Document management software,Adobe Acrobat
